"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Platychorda rivalis","http://id.biodiversity.org.au/node/apni/2888023","Platychorda rivalis","Restionaceae",,,"P1","Priority 1: Poorly-known species"
"Isoodon obesulus fusciventer","urn:lsid:biodiversity.org.au:afd.taxon:5186d39c-4d79-45f0-bdf8-c1153d1f9e5d","Isoodon obesulus fusciventer","Peramelidae",,"quenda, southern brown bandicoot","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Bertmainius opimus","urn:lsid:biodiversity.org.au:afd.taxon:521de1e2-1615-4e81-a896-d5a1013fb0b4","Bertmainius opimus","Migidae",,"western pygmy trapdoor spider","P3","Priority 3: Poorly-known species"
"Tecticornia indefessa","http://id.biodiversity.org.au/node/apni/2892451","Tecticornia indefessa","Chenopodiaceae",,,"P2","Priority 2: Poorly-known species"
"Corymbia paractia","http://id.biodiversity.org.au/node/apni/2891284","Corymbia paractia","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Phaethon lepturus","urn:lsid:biodiversity.org.au:afd.taxon:c537a3ca-9f61-4a99-bc66-cd706c1ac4bd","Phaethon lepturus","Phaethontidae",,"white-tailed tropicbird","IA","Migratory birds protected under international agreement"
"Cristilabrum solitudum","urn:lsid:biodiversity.org.au:afd.taxon:67166f9b-fce2-4f36-8764-fb826c369c22","Cristilabrum solitudum","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Erpodium coronatum var. australiense","http://id.biodiversity.org.au/node/ausmoss/10076389","Erpodium coronatum var. australiense","Erpodiaceae",,,"P2","Priority 2: Poorly-known species"
"Hannia greenwayi","urn:lsid:biodiversity.org.au:afd.taxon:1665b6d2-662e-4488-8873-00b0335fce3d","Hannia greenwayi","Terapontidae",,"Greenway's grunter","P1","Priority 1: Poorly-known species"
"Pogona minor minima","urn:lsid:biodiversity.org.au:afd.taxon:b65adf93-9f71-46e7-8d6d-766df45fb4b1","Pogona minor minima","Agamidae",,"Abrolhos dwarf bearded dragon","VU","Vulnerable"
"Schoenus centralis","http://id.biodiversity.org.au/node/apni/2901784","Schoenus centralis","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Synaphea panhesya","http://id.biodiversity.org.au/node/apni/2896238","Synaphea panhesya","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Aotus franklandii","http://id.biodiversity.org.au/node/apni/2899748","Aotus franklandii","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Ptilotus luteolus","http://id.biodiversity.org.au/node/apni/2896291","Ptilotus luteolus","Amaranthaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia cochlocarpa subsp. cochlocarpa","http://id.biodiversity.org.au/node/apni/2897998","Acacia cochlocarpa subsp. cochlocarpa","Fabaceae",,,"CR","Critically endangered"
"Triumfetta saccata","http://id.biodiversity.org.au/node/apni/2920544","Triumfetta saccata","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Lomandra whicherensis","http://id.biodiversity.org.au/node/apni/2914660","Lomandra whicherensis","Asparagaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon sp. Gingilup (N. Gibson & M. Lyons 590)","http://id.biodiversity.org.au/node/apni/2912948","Leucopogon sp. Gingilup (N. Gibson & M. Lyons 590)","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Leioproctus douglasiellus","urn:lsid:biodiversity.org.au:afd.taxon:b07ccc64-db1b-4e69-891c-9dffbbeaaf27","Leioproctus (Andrenopsis) douglasiellus","Colletidae",,"a short-tongued bee","EN","Endangered"
"Turgenitubulus foramenus","urn:lsid:biodiversity.org.au:afd.taxon:4bee4d05-5ac1-4de8-8dc6-21260edee1b1","Turgenitubulus foramenus","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Synaphea sp. Fairbridge Farm (D. Papenfus 696)","http://id.biodiversity.org.au/node/apni/2886148","Synaphea sp. Fairbridge Farm (D.Papenfus 696)","Proteaceae",,,"CR","Critically endangered"
"Pimelea sp. Tarin Rock (E.J. Croxford 2118)","http://id.biodiversity.org.au/node/apni/2915337","Pimelea sp. Tarin Rock (E.J.Croxford 2118)","Thymelaeaceae",,,"P1","Priority 1: Poorly-known species"
"Austroparmelina macrospora","http://id.biodiversity.org.au/name/apni/227246","Austroparmelina macrospora",,,,"P3","Priority 3: Poorly-known species"
"Jacksonia jackson","http://id.biodiversity.org.au/node/apni/2886942","Jacksonia jackson","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Ptilotus beardii","http://id.biodiversity.org.au/node/apni/2902061","Ptilotus beardii","Amaranthaceae",,,"P3","Priority 3: Poorly-known species"
"Brachyloma stenolobum","http://id.biodiversity.org.au/name/apni/249447","Brachyloma stenolobum",,,,"P1","Priority 1: Poorly-known species"
"Acacia shapelleae","http://id.biodiversity.org.au/name/apni/248015","Acacia shapelleae",,,,"P1","Priority 1: Poorly-known species"
"Synaphea odocoileops","http://id.biodiversity.org.au/node/apni/2896252","Synaphea odocoileops","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia ridleyana","http://id.biodiversity.org.au/node/apni/2906460","Acacia ridleyana","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Scholtzia sp. Yandanooka (R. Soullier 646)","http://id.biodiversity.org.au/node/apni/2911090","Scholtzia sp. Yandanooka (R.Soullier 646)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus absita x loxophleba","ALA_Eucalyptus_absita_x_loxophleba","Eucalyptus absita x loxophleba",,,,"P1","Priority 1: Poorly-known species"
"Acacia anomala","http://id.biodiversity.org.au/node/apni/2914483","Acacia anomala","Fabaceae",,,"VU","Vulnerable"
"Mesembriomys gouldii gouldii","urn:lsid:biodiversity.org.au:afd.taxon:b2c60891-9871-4425-b3f5-81bab922129a","Mesembriomys gouldii gouldii","Muridae",,"black-footed tree-rat, djintamoonga","EN","Endangered"
"Antichiropus sp. DIP004",,,,,"Roy Hill Antichiropus millipede","P1","Priority 1: Poorly-known species"
"Genus sp. Nillup (R.D. Royce 98)","http://id.biodiversity.org.au/node/apni/4625916","Genus sp. Nillup (R.D.Royce 98)","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Synostemon hamersleyensis","http://id.biodiversity.org.au/name/apni/3686589","Synostemon hamersleyensis",,,,"P1","Priority 1: Poorly-known species"
"Grevillea ripicola","http://id.biodiversity.org.au/node/apni/2906029","Grevillea ripicola","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Tringa stagnatilis","urn:lsid:biodiversity.org.au:afd.taxon:9b16d860-d0ec-4b6a-8489-948d85e32016","Tringa (Rhyacophilus) stagnatilis","Scolopacidae",,"marsh sandpiper, little greenshank","IA","Migratory birds protected under international agreement"
"Leucopogon sp. Badgingarra (R. Davis 421)","http://id.biodiversity.org.au/node/apni/2907155","Leucopogon sp. Badgingarra (R.Davis 421)","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Muiriantha hassellii","http://id.biodiversity.org.au/node/apni/2905566","Muiriantha hassellii","Rutaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eremophila daddii","http://id.biodiversity.org.au/name/apni/8236552","Eremophila daddii",,,,"P1","Priority 1: Poorly-known species"
"Corymbia cadophora subsp. polychroma","http://id.biodiversity.org.au/node/apni/2899288","Corymbia cadophora subsp. polychroma","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Eucalyptus x carnabyi","http://id.biodiversity.org.au/instance/apni/563797","Eucalyptus x carnabyi","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Schoenus loliaceus","http://id.biodiversity.org.au/node/apni/2907128","Schoenus loliaceus","Cyperaceae",,,"P2","Priority 2: Poorly-known species"
"Austrostipa mundula","http://id.biodiversity.org.au/node/apni/2905084","Austrostipa mundula","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Spyridium riparium","http://id.biodiversity.org.au/node/apni/2909463","Spyridium riparium","Rhamnaceae",,,"P2","Priority 2: Poorly-known species"
"Astartea middletonii","http://id.biodiversity.org.au/node/apni/7534123","Astartea middletonii","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Lachnagrostis billardierei subsp. billardierei","http://id.biodiversity.org.au/node/apni/2902915","Lachnagrostis billardierei subsp. billardierei","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Grevillea globosa","http://id.biodiversity.org.au/node/apni/2889816","Grevillea globosa","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Tecticornia globulifera","http://id.biodiversity.org.au/node/apni/2892162","Tecticornia globulifera","Chenopodiaceae",,,"P1","Priority 1: Poorly-known species"
"Gastrolobium pycnostachyum","http://id.biodiversity.org.au/node/apni/2914303","Gastrolobium pycnostachyum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Thomasia sp. Hopetoun (K.R. Newbey 4896)",,,,,,"P2","Priority 2: Poorly-known species"
"Triodia sp. Prince Regent River (R.L. Barrett & M.D. Barrett RLB 3680)","ALA_Triodia_sp_Prince_Regent_River_R_L_Barrett_M_D_Barrett_RLB_3680","Triodia sp. Prince Regent River (R.L. Barrett & M.D. Barrett RLB 3680)",,,,"P2","Priority 2: Poorly-known species"
"Cristilabrum bubulum","urn:lsid:biodiversity.org.au:afd.taxon:2d04c0d4-7915-4d20-919d-82fecb512be3","Cristilabrum bubulum","Camaenidae",,"a camaenid land snail","EN","Endangered"
"Ordtrachia elegans","urn:lsid:biodiversity.org.au:afd.taxon:c3f96a22-736b-4576-a470-a9c19492a086","Ordtrachia elegans","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Pultenaea calycina subsp. calycina","http://id.biodiversity.org.au/node/apni/2916601","Pultenaea calycina subsp. calycina","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Bossiaea saxosa","http://id.biodiversity.org.au/node/apni/2918343","Bossiaea saxosa","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Senecio leucoglossus","http://id.biodiversity.org.au/node/apni/2903975","Senecio leucoglossus","Asteraceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Verticordia lehmannii","http://id.biodiversity.org.au/node/apni/2910556","Verticordia lehmannii","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Synaphea platyphylla","http://id.biodiversity.org.au/node/apni/2899689","Synaphea platyphylla","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Tecticornia bulbosa","http://id.biodiversity.org.au/node/apni/2896564","Tecticornia bulbosa","Chenopodiaceae",,,"VU","Vulnerable"
"Petrophile biternata","http://id.biodiversity.org.au/node/apni/2890367","Petrophile biternata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Andersonia ferricola","http://id.biodiversity.org.au/node/apni/2899769","Andersonia ferricola","Ericaceae",,,"P1","Priority 1: Poorly-known species"
"Catharacta maccormicki (Stercorarius maccormicki)","urn:lsid:biodiversity.org.au:afd.taxon:15581919-82ae-4e0c-b527-a2d350560c42","Stercorarius maccormicki","Stercorariidae",,"south polar skua","IA","Migratory birds protected under international agreement"
"Banksia subpinnatifida var. subpinnatifida","http://id.biodiversity.org.au/node/apni/2895130","Banksia subpinnatifida var. subpinnatifida","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Acacia sclerophylla var. teretiuscula","http://id.biodiversity.org.au/node/apni/2905087","Acacia sclerophylla var. teretiuscula","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Ptychosema pusillum","http://id.biodiversity.org.au/node/apni/2920009","Ptychosema pusillum","Fabaceae",,,"VU","Vulnerable"
"Beaufortia raggedensis","http://id.biodiversity.org.au/name/apni/6962975","Beaufortia raggedensis",,,,"P2","Priority 2: Poorly-known species"
"Orthrosanthus muelleri","http://id.biodiversity.org.au/node/apni/2913024","Orthrosanthus muelleri","Iridaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Andersonia sp. Mitchell River (B.G. Hammersley 925)",,,,,,"P3","Priority 3: Poorly-known species"
"Lewinia pectoralis clelandi","urn:lsid:biodiversity.org.au:afd.taxon:1491dbf1-a5a3-4f59-9b8f-ca344de1d073","Lewinia pectoralis clelandi","Rallidae",,"Western Australian Lewin's rail, Lewin's rail (western)","EX","Presumed extinct"
"Leptomeria dielsiana","http://id.biodiversity.org.au/node/apni/2910840","Leptomeria dielsiana","Santalaceae",,,"EX","Presumed extinct"
"Phyllanthus hebecarpus","http://id.biodiversity.org.au/node/apni/2910931","Phyllanthus carpentariae","Phyllanthaceae",,,"P3","Priority 3: Poorly-known species"
"Lerista lineata","urn:lsid:biodiversity.org.au:afd.taxon:508b47c9-29d4-4bee-bf0c-f709e8f404c8","Lerista lineata","Scincidae",,"lined skink","P3","Priority 3: Poorly-known species"
"Lysiosepalum abollatum","http://id.biodiversity.org.au/node/apni/2896821","Lysiosepalum abollatum","Malvaceae",,,"CR","Critically endangered"
"Caesia viscida","http://id.biodiversity.org.au/node/apni/2893495","Caesia viscida","Hemerocallidaceae",,,"P2","Priority 2: Poorly-known species"
"Grevillea maherae","http://id.biodiversity.org.au/node/apni/2897815","Grevillea maherae","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Lissanthe synandra","http://id.biodiversity.org.au/node/apni/2900773","Lissanthe synandra","Ericaceae",,,"P1","Priority 1: Poorly-known species"
"Macrotis leucura","urn:lsid:biodiversity.org.au:afd.taxon:284d8e3c-2ffe-4c46-a6f7-74d8c78dc9a9","Macrotis leucura","Thylacomyidae",,"lesser bilby, tjunpi","EX","Presumed extinct"
"Acacia startii","http://id.biodiversity.org.au/node/apni/2908414","Acacia startii","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Speleostrophus nesiotes","urn:lsid:biodiversity.org.au:afd.taxon:e5da5610-9382-4f4f-9732-64910c349ccc","Speleostrophus nesiotes","Trigoniulidae",,"Barrow Island millipede","VU","Vulnerable"
"Chamelaucium sp. Wongan Hills (B.H. Smith 1140)","http://id.biodiversity.org.au/node/apni/2904765","Chamelaucium sp. Wongan Hills (B.H.Smith 1140)","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Lechenaultia pulvinaris","http://id.biodiversity.org.au/node/apni/2920797","Lechenaultia pulvinaris","Goodeniaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Lysinema lasianthum","http://id.biodiversity.org.au/node/apni/2902278","Lysinema lasianthum","Ericaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Acacia vassalii","http://id.biodiversity.org.au/node/apni/2920529","Acacia vassalii","Fabaceae",,,"CR","Critically endangered"
"Nymphaea immutabilis","http://id.biodiversity.org.au/node/apni/2902562","Nymphaea immutabilis","Nymphaeaceae",,,"P2","Priority 2: Poorly-known species"
"Austrostipa geoffreyi","http://id.biodiversity.org.au/node/apni/2892411","Austrostipa geoffreyi","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Engaewa reducta","urn:lsid:biodiversity.org.au:afd.taxon:388c5617-83fd-4c99-8563-db206d79326a","Engaewa reducta","Parastacidae",,"Dunsborough burrowing crayfish","EN","Endangered"
"Calandrinia oraria","http://id.biodiversity.org.au/name/apni/247007","Calandrinia oraria",,,,"P3","Priority 3: Poorly-known species"
"Phaethon rubricauda","urn:lsid:biodiversity.org.au:afd.taxon:e005180b-a44d-4809-9b45-57a9e496bc1c","Phaethon rubricauda","Phaethontidae",,"red-tailed tropicbird","IA & P4","Migratory birds protected under international agreement and Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eriachne minuta","http://id.biodiversity.org.au/node/apni/2921086","Eriachne minuta","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Laxmannia jamesii","http://id.biodiversity.org.au/node/apni/2907576","Laxmannia jamesii","Asparagaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Rhetinocarpha suffruticosa","http://id.biodiversity.org.au/node/apni/2887407","Rhetinocarpha suffruticosa","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Scholtzia sp. Dongara (R. Hart 8401)","http://id.biodiversity.org.au/node/apni/2912840","Scholtzia sp. Dongara (R.Hart 8401)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Hibbertia glomerosa var. bistrata","http://id.biodiversity.org.au/node/apni/2902352","Hibbertia glomerosa var. bistrata","Dilleniaceae",,,"P3","Priority 3: Poorly-known species"
"Oxymyrrhine coronata","http://id.biodiversity.org.au/node/apni/2886172","Oxymyrrhine coronata","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stylidium merrallii","http://id.biodiversity.org.au/node/apni/2920140","Stylidium merrallii","Stylidiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Bossiaea atrata","http://id.biodiversity.org.au/node/apni/2889003","Bossiaea atrata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Geocrinia alba","urn:lsid:biodiversity.org.au:afd.taxon:b3b5babc-5ef2-4af2-8e51-dbd38209bdae","Geocrinia alba","Myobatrachidae",,"white-bellied frog","CR","Critically endangered"
"Tecticornia sp. Coorow (P.G. Wilson 12750)","http://id.biodiversity.org.au/node/apni/2907924","Tecticornia sp. Coorow (P.G.Wilson 12750)","Chenopodiaceae",,,"P1","Priority 1: Poorly-known species"
"Lepidosperma ferriculmen","http://id.biodiversity.org.au/node/apni/2909845","Lepidosperma ferriculmen","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Pseudomys gouldii","urn:lsid:biodiversity.org.au:afd.taxon:19c57444-226b-4f18-9fba-8cac4b0366d1","Pseudomys gouldii","Muridae",,"Gould's mouse","EX","Presumed extinct"
"Dasymalla glutinosa","http://id.biodiversity.org.au/node/apni/2896306","Dasymalla glutinosa","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
"Eremophila jamesiorum","http://id.biodiversity.org.au/name/apni/8238937","Eremophila jamesiorum",,,,"P2","Priority 2: Poorly-known species"
"Banksia prionophylla","http://id.biodiversity.org.au/node/apni/2905378","Banksia prionophylla","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Heliotropium galioides","http://id.biodiversity.org.au/node/apni/2912541","Heliotropium galioides","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Banksia oligantha","http://id.biodiversity.org.au/node/apni/2915608","Banksia oligantha","Proteaceae",,,"EN","Endangered"
"Hypocalymma phillipsii","http://id.biodiversity.org.au/node/apni/2912221","Hypocalymma phillipsii","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Najas foveolata","http://id.biodiversity.org.au/node/apni/2895642","Najas foveolata","Hydrocharitaceae",,,"P3","Priority 3: Poorly-known species"
"Baeckea sp. Kellerberrin (C.A. Gardner s.n. PERTH 03351009)","http://id.biodiversity.org.au/node/apni/2899697","Baeckea sp. Kellerberrin (C.A.Gardner s.n. PERTH 03351009)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Bothriembryon glauerti","urn:lsid:biodiversity.org.au:afd.taxon:b0434dd5-97b2-4863-ab9f-1fe66d6cad56","Bothriembryon (Bothriembryon) glauerti","Placostylidae",,"a bothriembryontid land snail","P2","Priority 2: Poorly-known species"
"Hakea sp. Great Victoria Desert (L. Cockram LAC 139) PN","http://id.biodiversity.org.au/name/apni/8938766","Hakea sp. Great Victoria Desert (L.Cockram LAC 139)",,,,"P1","Priority 1: Poorly-known species"
"Calothamnus robustus","http://id.biodiversity.org.au/node/apni/2911241","Calothamnus robustus","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia kerryana","http://id.biodiversity.org.au/node/apni/2912866","Acacia kerryana","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Banksia drummondii subsp. macrorufa","http://id.biodiversity.org.au/node/apni/2910517","Banksia drummondii subsp. macrorufa","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Eremophila microtheca subsp. narrow leaves (J.D.Start D12-150)","http://id.biodiversity.org.au/name/apni/3703787","Eremophila microtheca subsp. narrow leaves (J.D.Start D12-150)",,,,"CR","Critically endangered"
"Pezoporus flaviventris","urn:lsid:biodiversity.org.au:afd.taxon:7f6d82a5-f5e3-49c5-8d30-3d643fbaff87","Pezoporus flaviventris","Psittacidae",,"western ground parrot","CR","Critically endangered"
"Pterostylis frenchii","http://id.biodiversity.org.au/name/apni/139254","Pterostylis frenchii",,,,"P2","Priority 2: Poorly-known species"
"Calandrinia mirabilis","http://id.biodiversity.org.au/name/apni/245356","Calandrinia mirabilis",,,,"P1","Priority 1: Poorly-known species"
"Leucopogon sp. Busselton (D. Cooper 243)","http://id.biodiversity.org.au/node/apni/2893571","Leucopogon sp. Busselton (D.Cooper 243)","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Banksia prolata subsp. prolata","http://id.biodiversity.org.au/node/apni/2897439","Banksia prolata subsp. prolata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Cupaniopsis anacardioides","http://id.biodiversity.org.au/node/apni/2890288","Cupaniopsis anacardioides","Sapindaceae",,,"P3","Priority 3: Poorly-known species"
"Dicrastylis archeri","http://id.biodiversity.org.au/node/apni/2902287","Dicrastylis archeri","Lamiaceae",,,"P1","Priority 1: Poorly-known species"
"Charadrius leschenaultii leschenaultii","urn:lsid:biodiversity.org.au:afd.taxon:74aaab9c-f5f5-46ed-9923-ee7c6d4cce60","Charadrius (Charadrius) leschenaultii leschenaultii","Charadriidae",,"greater sand plover (Mongolian)","VU (& IA at sp. level)","Vulnerable, Migratory birds protected under international agreement at species level"
"Senecio oldfieldii","http://id.biodiversity.org.au/node/apni/2896260","Senecio oldfieldii","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Limosa limosa","urn:lsid:biodiversity.org.au:afd.taxon:ba17b534-ec3d-4ec3-8f9a-6c2c79ad4459","Limosa limosa","Scolopacidae",,"black-tailed godwit","IA","Migratory birds protected under international agreement"
"Caladenia granitora","http://id.biodiversity.org.au/name/apni/138967","Caladenia granitora",,,,"EN","Endangered"
"Dicrastylis reticulata","http://id.biodiversity.org.au/node/apni/2915053","Dicrastylis reticulata","Lamiaceae",,,"P3","Priority 3: Poorly-known species"
"Trymalium myrtillus subsp. pungens","http://id.biodiversity.org.au/node/apni/2887209","Trymalium myrtillus subsp. pungens","Rhamnaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia telmica","http://id.biodiversity.org.au/node/apni/2912480","Acacia telmica","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Adiantum hispidulum var. hispidulum","http://id.biodiversity.org.au/node/apni/2901544","Adiantum hispidulum var. hispidulum","Pteridaceae",,,"P2","Priority 2: Poorly-known species"
"Kennedia beckxiana","http://id.biodiversity.org.au/node/apni/2899232","Kennedia beckxiana","Fabaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Leiopotherapon aheneus","urn:lsid:biodiversity.org.au:afd.taxon:fd10bc1f-c249-453c-a951-5c1fea94a372","Leiopotherapon aheneus","Terapontidae",,"Fortescue grunter","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Stenanthera pungens","http://id.biodiversity.org.au/name/apni/8245340","Stenanthera pungens",,,,"P2","Priority 2: Poorly-known species"
"Urodon sp. Narkal (B.H. Smith 1440)","http://id.biodiversity.org.au/node/apni/2892743","Urodon sp. Narkal (B.H.Smith 1440)","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Limosa lapponica","urn:lsid:biodiversity.org.au:afd.taxon:242e9696-c125-4c1a-865d-85a00199cadf","Limosa lapponica","Scolopacidae",,"bar-tailed godwit","IA (& VU at subsp. level)","Migratory birds protected under international agreement, vulnerable at subspecies"
"Aprasia rostrata","urn:lsid:biodiversity.org.au:afd.taxon:0abe5d16-4b60-4409-891e-1b99296f7a03","Aprasia rostrata","Pygopodidae",,"Ningaloo worm lizard","P3","Priority 3: Poorly-known species"
"Stawellia dimorphantha","http://id.biodiversity.org.au/node/apni/2912508","Stawellia dimorphantha","Hemerocallidaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Chrysocephalum apiculatum subsp. curvifolium","http://id.biodiversity.org.au/name/apni/6643887","Chrysocephalum apiculatum subsp. curvifolium",,,,"P3","Priority 3: Poorly-known species"
"Malleostemon pustulatus","http://id.biodiversity.org.au/name/apni/6669545","Malleostemon pustulatus",,,,"P2","Priority 2: Poorly-known species"
"Jalmenus aridus","urn:lsid:biodiversity.org.au:afd.taxon:fd8dce84-e2a2-4c4d-9b92-dde915450e57","Jalmenus aridus","Lycaenidae",,"a butterfly","P1","Priority 1: Poorly-known species"
"Hibbertia spicata subsp. leptotheca","http://id.biodiversity.org.au/node/apni/2886571","Hibbertia spicata subsp. leptotheca","Dilleniaceae",,,"P3","Priority 3: Poorly-known species"
"Trymalium densiflorum","http://id.biodiversity.org.au/node/apni/2911330","Trymalium densiflorum","Rhamnaceae",,,"P1","Priority 1: Poorly-known species"
"Philydrella pygmaea subsp. minima","http://id.biodiversity.org.au/node/apni/2899051","Philydrella pygmaea subsp. minima","Philydraceae",,,"P1","Priority 1: Poorly-known species"
"Zeuxine oblonga","http://id.biodiversity.org.au/name/apni/98491","Zeuxine oblonga",,,,"P2","Priority 2: Poorly-known species"
"Acacia effusa","http://id.biodiversity.org.au/node/apni/2907871","Acacia effusa","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Hirundo rustica","urn:lsid:biodiversity.org.au:afd.taxon:74f95440-3b37-4f39-9737-be38d71676d8","Hirundo (Hirundo) rustica","Hirundinidae",,"barn swallow","IA","Migratory birds protected under international agreement"
"Ptilotus chrysocomus","http://id.biodiversity.org.au/node/apni/2900872","Ptilotus chrysocomus","Amaranthaceae",,,"P1","Priority 1: Poorly-known species"
"Verticordia coronata","http://id.biodiversity.org.au/node/apni/2920844","Verticordia coronata","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Eucalyptus distuberosa subsp. aerata","http://id.biodiversity.org.au/node/apni/2907208","Eucalyptus distuberosa subsp. aerata","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Croton aridus","http://id.biodiversity.org.au/node/apni/2916090","Croton aridus","Euphorbiaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium trudgenii","http://id.biodiversity.org.au/node/apni/2920265","Stylidium trudgenii","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Hakea megalosperma","http://id.biodiversity.org.au/node/apni/2897509","Hakea megalosperma","Proteaceae",,,"VU","Vulnerable"
"Rinzia affinis","http://id.biodiversity.org.au/node/apni/2906028","Rinzia affinis","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Euphorbia inappendiculata var. queenslandica","http://id.biodiversity.org.au/node/apni/7200245","Euphorbia inappendiculata var. queenslandica","Euphorbiaceae",,,"P1","Priority 1: Poorly-known species"
"Melaleuca apostiba","http://id.biodiversity.org.au/node/apni/2901686","Melaleuca apostiba","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Thysanotus baueri","http://id.biodiversity.org.au/node/apni/2906783","Thysanotus baueri","Asparagaceae",,,"P1","Priority 1: Poorly-known species"
"Caladenia dorrienii","http://id.biodiversity.org.au/node/apni/2899754","Caladenia dorrienii","Orchidaceae",,,"EN","Endangered"
"Stylidium prophyllum","http://id.biodiversity.org.au/node/apni/2912307","Stylidium prophyllum","Stylidiaceae",,,"P3","Priority 3: Poorly-known species"
"Synostemon umbrosus","http://id.biodiversity.org.au/name/apni/8169108","Synostemon umbrosus",,,,"P1","Priority 1: Poorly-known species"
"Eucalyptus georgei subsp. georgei","http://id.biodiversity.org.au/node/apni/2890557","Eucalyptus georgei subsp. georgei","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
